cell_id,sample_id,event_index,kmeans_k6,kmeans_k10,kmeans_k14,ward_k6,ward_k10,ward_k14,leiden_r0.5,leiden_r1.0,leiden_r1.5
gated_alive:a_4a:302490,a_4a,302490,1,0,0,1,2,2,3,1,4
gated_alive:a_4a:302572,a_4a,302572,0,5,11,3,9,12,5,10,16
gated_alive:a_4a:302617,a_4a,302617,5,2,1,0,1,1,0,0,0
gated_alive:a_4a:303255,a_4a,303255,3,4,5,3,6,8,2,6,9
gated_alive:a_4a:303750,a_4a,303750,0,5,11,2,3,3,4,3,10
gated_alive:a_4a:303764,a_4a,303764,0,4,8,0,0,7,0,7,12
gated_alive:a_4a:304258,a_4a,304258,0,5,3,2,3,3,5,3,11
gated_alive:a_4a:304363,a_4a,304363,0,5,11,2,3,3,4,3,1
gated_alive:a_4a:304605,a_4a,304605,0,5,11,2,3,3,4,3,1
gated_alive:a_4a:304662,a_4a,304662,0,5,11,2,3,3,4,3,1
gated_alive:a_4a:305453,a_4a,305453,1,4,8,3,6,8,2,5,14
gated_alive:a_4a:306842,a_4a,306842,1,4,8,3,6,8,2,5,14
gated_alive:a_4a:307470,a_4a,307470,5,2,1,0,0,7,0,7,12
gated_alive:a_4a:307602,a_4a,307602,5,9,12,3,6,8,0,6,9
gated_alive:a_4a:307916,a_4a,307916,3,9,12,3,6,8,1,2,3
gated_alive:a_4a:307921,a_4a,307921,1,0,0,1,2,2,3,1,4
gated_alive:a_4a:308047,a_4a,308047,0,4,8,2,3,3,4,5,7
gated_alive:a_4a:308425,a_4a,308425,3,9,12,3,6,8,1,4,3
gated_alive:a_4a:309284,a_4a,309284,1,4,8,2,3,3,2,5,7
gated_alive:a_4a:309326,a_4a,309326,1,0,0,1,2,2,3,1,6
gated_alive:a_4a:309574,a_4a,309574,5,8,10,3,6,9,0,0,15
gated_alive:a_4a:311200,a_4a,311200,1,0,0,1,2,2,3,1,4
gated_alive:a_4a:311578,a_4a,311578,0,5,11,2,3,3,4,3,1
gated_alive:a_4b:204,a_4b,204,3,3,4,1,5,5,1,2,5
gated_alive:a_4b:865,a_4b,865,5,2,1,0,1,1,0,0,8
gated_alive:a_4b:1082,a_4b,1082,3,9,5,3,6,9,2,6,9
gated_alive:a_4b:1178,a_4b,1178,5,2,1,0,1,1,0,0,8
gated_alive:a_4b:1378,a_4b,1378,5,8,10,0,1,1,0,0,0
gated_alive:a_4b:1866,a_4b,1866,1,8,6,0,0,6,4,3,15
gated_alive:a_4b:1918,a_4b,1918,1,0,6,3,4,4,3,1,17
gated_alive:a_4b:2096,a_4b,2096,1,0,6,1,2,2,3,1,6
gated_alive:a_4b:2206,a_4b,2206,3,9,12,4,7,10,1,2,5
gated_alive:a_4b:2403,a_4b,2403,3,3,4,1,5,5,1,2,5
gated_alive:a_4b:2454,a_4b,2454,1,0,6,0,0,6,3,1,6
gated_alive:a_4b:2714,a_4b,2714,5,8,10,3,4,4,0,0,0
gated_alive:a_4b:2717,a_4b,2717,2,6,2,4,7,10,2,4,2
gated_alive:a_4b:3582,a_4b,3582,3,3,4,1,5,5,1,2,3
gated_alive:a_4b:3897,a_4b,3897,3,3,4,1,5,5,1,2,5
gated_alive:a_4b:4282,a_4b,4282,2,9,12,3,6,8,1,6,3
gated_alive:a_4b:4851,a_4b,4851,5,8,3,2,3,3,5,3,11
gated_alive:a_4b:5041,a_4b,5041,0,4,8,3,6,8,2,5,7
gated_alive:a_4b:5124,a_4b,5124,5,5,11,0,1,1,4,3,10
gated_alive:a_4b:5328,a_4b,5328,5,8,10,5,8,11,0,0,0
gated_alive:a_4b:5365,a_4b,5365,5,8,10,0,0,6,0,0,15
gated_alive:a_4b:5547,a_4b,5547,5,8,10,0,1,1,0,0,0
gated_alive:a_4b:5810,a_4b,5810,5,2,1,0,1,1,0,0,0
gated_alive:a_4b:6974,a_4b,6974,5,8,10,0,1,1,0,0,0
gated_alive:a_4b:7734,a_4b,7734,5,8,5,3,6,9,2,5,9
gated_alive:a_4b:9321,a_4b,9321,2,8,5,3,6,9,2,6,9
gated_alive:a_4b:9762,a_4b,9762,5,2,1,0,1,1,0,0,0
gated_alive:a_4b:9877,a_4b,9877,0,5,11,0,1,1,0,0,8
gated_alive:a_4b:10337,a_4b,10337,3,9,12,3,6,8,1,2,9
gated_alive:a_4b:10536,a_4b,10536,3,3,4,0,1,1,1,2,3
gated_alive:a_4b:11189,a_4b,11189,5,8,10,0,1,1,0,0,0
gated_alive:a_4b:11241,a_4b,11241,1,0,6,0,0,6,3,1,6
gated_alive:a_4b:11504,a_4b,11504,5,5,11,2,3,3,4,3,1
gated_alive:a_4b:12087,a_4b,12087,3,3,4,1,5,5,1,2,5
gated_alive:a_4b:13284,a_4b,13284,5,8,10,0,0,6,0,0,0
gated_alive:a_4b:14143,a_4b,14143,2,6,5,3,6,9,2,6,9
gated_alive:a_4b:14744,a_4b,14744,5,8,10,0,0,0,0,8,10
gated_alive:a_4b:14853,a_4b,14853,5,8,10,0,1,1,0,0,15
gated_alive:a_4b:15095,a_4b,15095,0,4,8,2,3,3,3,1,4
gated_alive:a_4b:15263,a_4b,15263,1,0,6,1,2,2,3,1,6
gated_alive:a_4b:15442,a_4b,15442,1,0,6,1,2,2,3,1,6
gated_alive:a_4b:15584,a_4b,15584,5,8,8,0,0,6,2,5,14
gated_alive:a_4b:15667,a_4b,15667,1,0,6,1,2,2,3,1,6
gated_alive:a_4b:15774,a_4b,15774,0,5,11,0,0,0,4,8,10
gated_alive:a_4b:16063,a_4b,16063,0,2,1,0,1,1,0,0,0
gated_alive:a_4b:17501,a_4b,17501,4,7,9,5,8,11,6,9,13
gated_alive:a_4b:17919,a_4b,17919,0,4,8,2,3,3,3,5,7
gated_alive:a_4b:18056,a_4b,18056,3,8,13,3,9,12,5,10,16
gated_alive:a_4b:18110,a_4b,18110,5,2,10,0,1,1,0,0,0
gated_alive:a_4b:18111,a_4b,18111,3,3,6,1,5,5,1,2,5
gated_alive:a_4b:18293,a_4b,18293,5,8,10,0,0,6,4,3,15
gated_alive:a_4b:19242,a_4b,19242,5,2,6,0,0,6,0,0,15
gated_alive:a_4b:19305,a_4b,19305,1,3,6,0,0,6,3,1,6
gated_alive:a_4b:20775,a_4b,20775,0,4,8,3,6,8,2,5,14
gated_alive:a_4b:20911,a_4b,20911,5,2,1,0,1,1,0,0,0
gated_alive:a_4b:22884,a_4b,22884,1,0,6,1,2,2,3,1,6
gated_alive:a_4b:23825,a_4b,23825,0,5,11,0,1,1,4,3,1
gated_alive:a_4b:24085,a_4b,24085,5,8,10,0,0,0,0,8,10
gated_alive:a_4b:24226,a_4b,24226,3,3,4,1,5,5,1,2,5
gated_alive:a_4b:24352,a_4b,24352,5,8,10,0,0,6,0,0,9
gated_alive:a_4b:24426,a_4b,24426,5,8,10,0,1,1,0,0,8
gated_alive:a_4b:24546,a_4b,24546,0,4,8,0,0,0,3,8,10
gated_alive:a_4b:25483,a_4b,25483,3,3,6,0,1,1,1,2,5
gated_alive:a_4b:25571,a_4b,25571,0,2,1,0,1,1,0,0,7
gated_alive:a_4b:25903,a_4b,25903,3,3,6,0,0,7,3,1,12
gated_alive:a_4b:26004,a_4b,26004,3,9,12,3,6,8,1,2,3
gated_alive:a_4b:26116,a_4b,26116,5,8,10,0,1,1,0,0,8
gated_alive:a_4b:26350,a_4b,26350,5,8,10,0,0,6,0,0,8
gated_alive:a_4b:27689,a_4b,27689,0,2,1,2,3,3,0,5,7
gated_alive:a_4b:27891,a_4b,27891,5,8,10,0,0,0,4,8,10
gated_alive:a_4b:28054,a_4b,28054,0,4,8,1,5,5,2,5,7
gated_alive:a_4b:28379,a_4b,28379,5,2,3,0,0,7,0,7,12
gated_alive:a_4b:28540,a_4b,28540,5,8,10,0,0,6,0,0,8
gated_alive:a_4b:29029,a_4b,29029,3,8,10,0,0,7,1,2,5
gated_alive:a_4b:30688,a_4b,30688,3,2,4,0,1,1,0,2,7
gated_alive:a_4b:30743,a_4b,30743,2,6,5,3,6,9,2,6,9
gated_alive:a_4b:31198,a_4b,31198,5,8,10,0,0,7,0,7,12
gated_alive:a_4b:32051,a_4b,32051,5,8,10,0,0,6,0,0,15
gated_alive:a_4b:32341,a_4b,32341,5,8,10,0,1,1,0,0,8
gated_alive:a_4b:32512,a_4b,32512,1,3,6,1,5,5,1,2,5
gated_alive:a_4b:33284,a_4b,33284,5,8,3,0,1,1,4,3,11
gated_alive:a_4b:33552,a_4b,33552,2,1,7,4,7,10,2,4,2
gated_alive:a_4b:34827,a_4b,34827,5,8,6,0,0,6,3,1,6
gated_alive:a_4b:35215,a_4b,35215,0,5,11,0,0,0,4,8,10
gated_alive:a_4b:35348,a_4b,35348,3,4,5,3,6,9,2,6,9
gated_alive:a_4b:35416,a_4b,35416,5,2,1,0,1,1,0,0,13
gated_alive:a_4b:35569,a_4b,35569,1,0,0,1,5,5,3,1,4
gated_alive:a_4b:36296,a_4b,36296,5,2,1,0,1,1,0,0,8
gated_alive:a_4b:36331,a_4b,36331,5,2,1,0,1,1,0,0,0
gated_alive:a_4b:36879,a_4b,36879,5,8,10,0,1,1,0,0,8
gated_alive:a_4b:36921,a_4b,36921,1,0,13,3,9,12,5,10,16
gated_alive:a_4b:37085,a_4b,37085,5,8,10,0,0,7,4,7,12
gated_alive:a_4b:37708,a_4b,37708,5,2,10,0,1,1,0,0,8
gated_alive:a_4b:37952,a_4b,37952,3,3,6,1,5,5,1,2,5
gated_alive:a_4b:38029,a_4b,38029,5,2,1,0,1,1,0,0,0
gated_alive:a_4b:38560,a_4b,38560,1,4,8,1,2,2,3,5,7
gated_alive:a_4b:39609,a_4b,39609,5,2,1,0,1,1,0,0,0
gated_alive:a_4b:39833,a_4b,39833,5,2,1,0,1,1,0,0,0
gated_alive:a_4b:40707,a_4b,40707,5,8,10,0,1,1,0,3,8
gated_alive:a_4b:41412,a_4b,41412,5,8,10,0,1,1,0,0,11
gated_alive:a_4b:41618,a_4b,41618,0,5,6,1,2,2,4,3,15
gated_alive:a_4b:42266,a_4b,42266,1,8,6,0,0,6,2,5,14
gated_alive:a_4b:42527,a_4b,42527,2,8,5,3,6,9,0,6,15
gated_alive:a_4b:42707,a_4b,42707,5,8,10,0,0,0,0,8,10
gated_alive:a_4b:42765,a_4b,42765,4,7,9,5,8,11,2,4,13
gated_alive:a_4b:43565,a_4b,43565,0,5,11,0,0,0,4,8,10
gated_alive:a_4b:43641,a_4b,43641,5,2,1,0,1,1,0,0,0
gated_alive:a_4b:44103,a_4b,44103,3,9,13,3,9,12,5,10,16
gated_alive:a_4b:44350,a_4b,44350,3,3,5,3,6,9,2,6,9
gated_alive:a_4b:44475,a_4b,44475,0,5,11,2,3,3,4,5,7
gated_alive:a_4b:44571,a_4b,44571,3,3,4,1,5,5,1,2,5
gated_alive:a_4b:44671,a_4b,44671,5,8,5,3,6,9,2,6,9
gated_alive:a_4b:45080,a_4b,45080,0,2,13,3,9,12,5,10,16
gated_alive:a_4b:45251,a_4b,45251,5,8,10,0,0,7,0,7,12
gated_alive:a_4b:45522,a_4b,45522,1,0,6,0,0,6,3,1,6
gated_alive:a_4b:46055,a_4b,46055,5,8,5,0,1,1,0,6,9
gated_alive:a_4b:46100,a_4b,46100,5,2,1,0,1,1,0,0,8
gated_alive:a_4b:46636,a_4b,46636,5,2,1,0,0,7,0,7,12
gated_alive:a_4b:47124,a_4b,47124,2,1,7,0,0,6,0,4,9
gated_alive:a_4b:47232,a_4b,47232,5,2,1,0,1,1,0,0,0
gated_alive:a_4b:48537,a_4b,48537,5,2,1,0,0,7,0,7,12
gated_alive:a_4b:50641,a_4b,50641,0,5,11,2,3,3,4,3,1
gated_alive:a_4b:51120,a_4b,51120,0,2,8,2,3,3,0,5,7
gated_alive:a_4b:51432,a_4b,51432,0,5,8,2,3,3,0,5,7
gated_alive:a_4b:51576,a_4b,51576,0,5,11,2,3,3,4,3,1
gated_alive:a_4b:51759,a_4b,51759,1,0,6,1,2,2,3,1,6
gated_alive:a_4b:52097,a_4b,52097,5,2,1,0,0,6,0,0,0
gated_alive:a_4b:52173,a_4b,52173,5,8,10,0,0,6,0,0,8
gated_alive:a_4b:52514,a_4b,52514,5,2,1,0,1,1,0,0,0
gated_alive:a_4b:55395,a_4b,55395,0,4,8,3,6,8,0,5,7
gated_alive:a_4b:55435,a_4b,55435,5,8,10,0,0,6,0,0,0
gated_alive:a_4b:56064,a_4b,56064,2,6,2,3,9,12,0,0,8
gated_alive:a_4b:56193,a_4b,56193,2,6,2,0,0,6,2,4,9
gated_alive:a_4b:56986,a_4b,56986,0,5,11,2,3,3,4,3,1
gated_alive:a_4b:57071,a_4b,57071,1,0,6,1,5,5,3,1,6
gated_alive:a_4b:57575,a_4b,57575,3,3,5,3,6,9,2,6,9
gated_alive:a_4b:58779,a_4b,58779,5,2,1,0,0,0,0,0,0
gated_alive:a_4b:60261,a_4b,60261,5,8,10,0,0,6,0,4,9
gated_alive:a_4b:60455,a_4b,60455,1,4,0,1,5,5,3,1,5
gated_alive:a_4b:61064,a_4b,61064,5,8,10,0,0,0,0,8,10
gated_alive:a_4b:61380,a_4b,61380,1,3,6,0,0,6,1,2,5
gated_alive:a_4b:61389,a_4b,61389,0,4,8,2,3,3,2,5,7
gated_alive:a_4b:61532,a_4b,61532,5,8,10,0,0,6,0,0,8
gated_alive:a_4b:61663,a_4b,61663,3,3,4,1,5,5,1,2,5
gated_alive:a_4b:61944,a_4b,61944,1,3,4,1,5,5,1,2,5
gated_alive:a_4b:62598,a_4b,62598,5,8,10,0,1,1,4,3,1
gated_alive:a_4b:63255,a_4b,63255,1,3,6,0,0,6,3,1,6
gated_alive:a_4b:63694,a_4b,63694,5,8,5,3,6,9,2,6,9
gated_alive:a_4b:63802,a_4b,63802,5,8,10,0,1,1,4,3,1
gated_alive:a_4b:63844,a_4b,63844,5,8,10,1,5,5,0,7,12
gated_alive:a_4b:64066,a_4b,64066,5,8,11,0,1,1,4,3,15
gated_alive:a_4b:65061,a_4b,65061,5,8,10,0,1,1,0,0,8
gated_alive:a_4b:65312,a_4b,65312,2,6,5,4,7,10,2,5,14
gated_alive:a_4b:66673,a_4b,66673,5,8,10,0,0,0,0,0,8
gated_alive:a_4b:67449,a_4b,67449,5,8,10,0,1,1,0,0,0
gated_alive:a_4b:67702,a_4b,67702,1,4,0,1,2,2,3,5,7
gated_alive:a_4b:67804,a_4b,67804,5,8,10,0,0,0,0,8,10
gated_alive:a_4b:68666,a_4b,68666,1,0,0,1,2,2,3,1,4
gated_alive:a_4b:69019,a_4b,69019,5,8,10,0,0,6,0,0,15
gated_alive:a_4b:69616,a_4b,69616,0,4,8,2,3,3,2,5,7
gated_alive:a_4b:69867,a_4b,69867,3,9,12,3,6,8,1,6,3
gated_alive:a_4b:70573,a_4b,70573,5,8,6,3,4,4,4,3,17
gated_alive:a_4b:71836,a_4b,71836,5,8,5,3,6,9,2,6,9
gated_alive:a_4b:71870,a_4b,71870,3,3,6,3,6,8,1,2,5
gated_alive:a_4b:71970,a_4b,71970,3,3,6,1,5,5,3,1,6
gated_alive:a_4b:72103,a_4b,72103,1,3,6,1,2,2,3,1,6
gated_alive:a_4b:72140,a_4b,72140,5,8,5,3,6,9,4,3,15
gated_alive:a_4b:72668,a_4b,72668,5,8,6,0,0,7,0,7,12
gated_alive:a_4b:74131,a_4b,74131,4,7,9,5,8,11,6,9,13
gated_alive:a_4b:74625,a_4b,74625,0,5,11,2,3,3,4,3,1
gated_alive:a_4b:75198,a_4b,75198,5,8,10,0,0,0,0,8,10
gated_alive:a_4b:75323,a_4b,75323,3,9,12,3,6,8,1,6,3
gated_alive:a_4b:75583,a_4b,75583,5,8,3,0,1,1,0,7,11
gated_alive:a_4b:76648,a_4b,76648,1,0,6,1,2,2,3,1,6
gated_alive:a_4b:77123,a_4b,77123,3,3,4,0,1,1,1,2,5
gated_alive:a_4b:77335,a_4b,77335,0,5,11,2,3,3,4,3,1
gated_alive:a_4b:77398,a_4b,77398,0,5,11,2,3,3,4,3,1
gated_alive:a_4b:77400,a_4b,77400,3,8,5,3,6,9,2,6,9
gated_alive:a_4b:77531,a_4b,77531,5,8,10,0,1,1,0,0,8
gated_alive:a_4b:78608,a_4b,78608,2,6,2,3,6,8,2,4,14
gated_alive:a_4b:78803,a_4b,78803,5,8,10,0,0,6,0,0,8
gated_alive:a_4b:79032,a_4b,79032,5,2,1,0,1,1,0,0,0
gated_alive:a_4b:79096,a_4b,79096,0,4,8,2,3,3,0,5,7
gated_alive:a_4b:79558,a_4b,79558,1,0,6,1,2,2,3,1,6
gated_alive:a_4b:80371,a_4b,80371,3,9,12,1,5,5,1,6,3
gated_alive:a_4b:80385,a_4b,80385,3,9,12,3,6,8,1,6,3
gated_alive:a_4b:80872,a_4b,80872,5,2,1,0,1,1,0,0,10
gated_alive:a_4b:81629,a_4b,81629,1,4,8,3,6,8,2,5,14
gated_alive:a_4b:81770,a_4b,81770,5,2,1,0,1,1,0,0,0
gated_alive:a_4b:82040,a_4b,82040,1,0,0,1,2,2,3,1,6
gated_alive:a_4b:82601,a_4b,82601,3,3,4,0,1,1,1,2,5
gated_alive:a_4b:83021,a_4b,83021,1,0,6,1,2,2,3,1,6
gated_alive:a_4b:83054,a_4b,83054,1,3,6,1,2,2,1,2,5
gated_alive:a_4b:83282,a_4b,83282,2,6,2,5,8,11,2,4,2
gated_alive:a_4b:83435,a_4b,83435,1,0,6,0,0,6,3,1,6
gated_alive:a_4b:83480,a_4b,83480,5,8,10,3,4,4,0,0,17
gated_alive:a_4b:83811,a_4b,83811,4,8,13,3,9,12,5,10,16
gated_alive:a_4b:83987,a_4b,83987,1,0,6,1,5,5,3,1,6
gated_alive:a_4b:84031,a_4b,84031,2,6,2,4,7,10,2,4,2
gated_alive:a_4b:85116,a_4b,85116,1,0,6,1,2,2,3,1,6
gated_alive:a_4b:85255,a_4b,85255,5,8,11,2,3,3,4,3,1
gated_alive:a_4b:85765,a_4b,85765,1,0,0,3,9,12,5,10,16
gated_alive:a_4b:86449,a_4b,86449,3,8,5,3,6,9,2,6,9
gated_alive:a_4b:88055,a_4b,88055,5,8,10,0,1,1,0,0,0
gated_alive:a_4b:89368,a_4b,89368,5,8,10,5,8,11,0,0,8
gated_alive:a_4b:89753,a_4b,89753,5,8,10,0,1,1,0,0,8
gated_alive:a_4b:90780,a_4b,90780,5,8,10,0,0,6,0,0,8
gated_alive:a_4b:91238,a_4b,91238,0,4,8,2,3,3,0,5,7
gated_alive:a_4b:91615,a_4b,91615,2,8,10,0,0,6,0,4,8
gated_alive:a_4b:92179,a_4b,92179,5,2,1,0,0,6,0,0,0
gated_alive:a_4b:92343,a_4b,92343,0,5,11,2,3,3,4,3,1
gated_alive:a_4b:93174,a_4b,93174,2,9,12,3,4,4,2,4,2
gated_alive:a_4b:93946,a_4b,93946,5,2,1,0,0,6,0,0,0
gated_alive:a_4b:95003,a_4b,95003,0,5,11,2,3,3,4,3,1
gated_alive:a_4b:95471,a_4b,95471,5,8,10,0,0,6,0,8,10
gated_alive:a_4b:95541,a_4b,95541,1,3,6,1,5,5,4,3,15
gated_alive:a_4b:95772,a_4b,95772,3,3,4,1,5,5,1,2,5
gated_alive:a_4b:96790,a_4b,96790,5,2,1,0,1,1,0,0,8
gated_alive:a_4b:96870,a_4b,96870,3,3,5,3,6,9,2,6,9
gated_alive:a_4b:96961,a_4b,96961,0,2,1,0,1,1,0,0,0
gated_alive:a_4b:97991,a_4b,97991,0,5,11,2,3,3,4,3,1
gated_alive:a_4b:98281,a_4b,98281,5,2,1,0,1,1,0,0,0
gated_alive:a_4b:98375,a_4b,98375,3,4,4,1,5,5,1,2,5
gated_alive:a_4b:98732,a_4b,98732,3,3,4,1,2,2,1,2,5
gated_alive:a_4b:98875,a_4b,98875,5,8,10,0,1,1,0,0,0
gated_alive:a_4b:98991,a_4b,98991,5,2,1,0,1,1,0,0,0
gated_alive:a_4b:99136,a_4b,99136,5,8,10,0,0,0,0,8,10
gated_alive:a_4b:99574,a_4b,99574,1,3,6,3,4,4,3,1,17
gated_alive:a_4b:100941,a_4b,100941,5,2,3,0,1,1,0,0,0
gated_alive:a_4b:101424,a_4b,101424,5,8,10,0,1,1,0,0,8
gated_alive:a_4b:101529,a_4b,101529,2,6,2,4,7,10,2,4,2
gated_alive:a_4b:101530,a_4b,101530,1,0,0,1,2,2,3,1,4
gated_alive:a_4b:101680,a_4b,101680,1,8,6,0,0,6,4,3,15
gated_alive:a_4b:102261,a_4b,102261,3,4,8,2,3,3,0,5,7
gated_alive:a_4b:102431,a_4b,102431,1,4,8,3,6,8,2,5,14
gated_alive:a_4b:103059,a_4b,103059,1,3,6,0,0,6,3,1,6
gated_alive:a_4b:103111,a_4b,103111,5,8,10,0,0,6,0,0,8
gated_alive:a_4b:103819,a_4b,103819,5,2,1,0,1,1,0,0,0
gated_alive:a_4b:104846,a_4b,104846,3,9,12,3,6,8,1,6,3
gated_alive:a_4b:105685,a_4b,105685,2,1,13,3,9,12,5,10,16
gated_alive:a_4b:105850,a_4b,105850,5,8,13,3,9,12,5,10,16
gated_alive:a_4b:107001,a_4b,107001,1,3,6,0,0,6,3,1,6
gated_alive:a_4b:107424,a_4b,107424,1,0,0,1,2,2,3,1,7
gated_alive:a_4b:107479,a_4b,107479,5,8,6,1,2,2,0,0,15
gated_alive:a_4b:107509,a_4b,107509,5,8,10,0,1,1,4,3,1
gated_alive:a_4b:107922,a_4b,107922,5,2,1,0,1,1,0,0,0
gated_alive:a_4b:108202,a_4b,108202,3,4,8,3,6,8,2,5,7
gated_alive:a_4b:109031,a_4b,109031,5,2,1,0,1,1,0,0,8
gated_alive:a_4b:109670,a_4b,109670,5,8,3,0,0,7,5,7,12
gated_alive:a_4b:110097,a_4b,110097,0,4,8,2,3,3,2,5,14
gated_alive:a_4b:110228,a_4b,110228,5,8,10,0,1,1,4,3,1
gated_alive:a_4b:111668,a_4b,111668,3,3,4,1,5,5,1,2,5
gated_alive:a_4b:112163,a_4b,112163,0,2,1,0,1,1,0,0,0
gated_alive:a_4b:112638,a_4b,112638,5,8,13,3,9,12,5,10,16
gated_alive:a_4b:113894,a_4b,113894,0,5,11,0,1,1,4,3,15
gated_alive:a_4b:115305,a_4b,115305,3,9,12,0,0,0,1,6,10
gated_alive:a_4b:115333,a_4b,115333,0,4,8,2,3,3,0,5,7
gated_alive:a_4b:115338,a_4b,115338,3,3,4,1,5,5,1,2,5
gated_alive:a_4b:116410,a_4b,116410,0,2,8,3,6,8,2,5,14
gated_alive:a_4b:116568,a_4b,116568,5,2,1,0,1,1,0,0,8
gated_alive:a_4b:116770,a_4b,116770,0,5,8,3,6,8,2,5,14
gated_alive:a_4b:117100,a_4b,117100,5,8,5,3,6,9,2,6,9
gated_alive:a_4b:117478,a_4b,117478,1,0,6,1,2,2,3,1,6
gated_alive:a_4b:117919,a_4b,117919,3,3,4,1,5,5,1,2,5
gated_alive:a_4b:118430,a_4b,118430,1,0,0,1,5,5,3,1,4
gated_alive:a_4b:119355,a_4b,119355,3,3,4,1,5,5,1,2,5
gated_alive:a_4b:119848,a_4b,119848,3,3,4,1,5,5,1,2,5
gated_alive:a_4b:120158,a_4b,120158,5,8,10,0,1,1,0,0,8
gated_alive:a_4b:120216,a_4b,120216,4,7,9,5,8,11,6,9,13
gated_alive:a_4b:120452,a_4b,120452,3,3,4,1,5,5,1,2,5
gated_alive:a_4b:120522,a_4b,120522,1,5,6,0,0,6,4,3,15
gated_alive:a_4b:121353,a_4b,121353,1,0,6,1,2,2,3,1,6
gated_alive:a_4b:122741,a_4b,122741,5,8,10,0,0,0,0,8,10
gated_alive:a_4b:123282,a_4b,123282,5,2,1,0,1,1,0,0,0
gated_alive:a_4b:123307,a_4b,123307,5,2,1,0,1,1,0,0,0
gated_alive:a_4b:124606,a_4b,124606,1,4,0,1,5,5,3,1,4
gated_alive:a_4b:124751,a_4b,124751,2,6,2,4,7,10,2,4,2
gated_alive:a_4b:124869,a_4b,124869,5,8,10,0,1,1,0,0,5
gated_alive:a_4b:125082,a_4b,125082,3,9,12,3,6,8,1,2,3
gated_alive:a_4b:125491,a_4b,125491,5,2,1,0,1,1,0,0,0
gated_alive:a_4b:125538,a_4b,125538,1,0,0,1,2,2,3,1,4
gated_alive:a_4b:125745,a_4b,125745,5,8,5,3,6,9,0,0,9
gated_alive:a_4b:126288,a_4b,126288,5,8,10,0,0,0,4,3,1
gated_alive:a_4b:126304,a_4b,126304,3,3,5,3,6,8,2,6,9
gated_alive:a_4b:127189,a_4b,127189,5,8,11,2,3,3,4,3,1
gated_alive:a_4b:127478,a_4b,127478,1,0,6,1,2,2,3,1,4
gated_alive:a_4b:127514,a_4b,127514,5,8,10,0,0,6,0,0,8
gated_alive:a_4b:128235,a_4b,128235,5,8,10,0,1,1,0,0,15
gated_alive:a_4b:128487,a_4b,128487,5,2,1,0,1,1,0,0,0
gated_alive:a_4b:128794,a_4b,128794,5,2,1,0,1,1,0,0,0
gated_alive:a_4b:129983,a_4b,129983,1,4,8,2,3,3,2,5,14
gated_alive:a_4b:130091,a_4b,130091,0,5,11,0,0,6,4,3,15
gated_alive:a_4b:130753,a_4b,130753,0,4,8,2,3,3,2,5,7
gated_alive:a_4b:131498,a_4b,131498,5,8,13,3,9,12,5,10,16
gated_alive:a_4b:132235,a_4b,132235,5,8,10,0,1,1,0,0,8
gated_alive:a_4b:132299,a_4b,132299,5,8,5,0,1,1,0,0,8
gated_alive:a_4b:132425,a_4b,132425,3,9,12,1,5,5,1,2,5
gated_alive:a_4b:132659,a_4b,132659,5,2,1,0,1,1,0,0,0
gated_alive:a_4b:133107,a_4b,133107,5,2,1,0,1,1,0,0,8
gated_alive:a_4b:133963,a_4b,133963,0,2,1,2,3,3,0,0,0
gated_alive:a_4b:134054,a_4b,134054,3,3,13,3,9,12,5,10,16
gated_alive:a_4b:134514,a_4b,134514,2,6,2,4,7,10,2,4,2
gated_alive:a_4b:135064,a_4b,135064,5,4,8,3,6,8,2,5,14
gated_alive:a_4b:135082,a_4b,135082,5,8,10,0,1,1,0,0,0
gated_alive:a_4b:135694,a_4b,135694,5,2,10,0,1,1,0,0,8
gated_alive:a_4b:136438,a_4b,136438,5,2,1,2,3,3,0,0,7
gated_alive:a_4b:137490,a_4b,137490,0,4,8,2,3,3,0,5,7
gated_alive:a_4b:138528,a_4b,138528,1,8,6,0,0,6,4,3,15
gated_alive:a_4b:139148,a_4b,139148,5,2,1,0,1,1,0,0,0
gated_alive:a_4b:139164,a_4b,139164,0,5,11,2,3,3,4,3,1
gated_alive:a_4b:140376,a_4b,140376,5,8,3,2,3,3,0,0,11
gated_alive:a_4b:141768,a_4b,141768,3,4,8,3,6,8,2,5,14
gated_alive:a_4b:142767,a_4b,142767,5,2,1,0,1,1,0,0,0
gated_alive:a_4b:143039,a_4b,143039,1,0,6,1,2,2,3,1,6
gated_alive:a_4b:143835,a_4b,143835,5,8,10,0,0,0,0,8,10
gated_alive:a_4b:144155,a_4b,144155,3,8,13,3,9,12,5,10,16
gated_alive:a_4b:145516,a_4b,145516,3,8,10,0,1,1,0,0,8
gated_alive:a_4b:145527,a_4b,145527,0,5,11,0,1,1,4,3,1
gated_alive:a_4b:145679,a_4b,145679,2,8,10,4,7,10,2,4,9
gated_alive:a_4b:146298,a_4b,146298,5,2,1,0,1,1,0,0,0
gated_alive:a_4b:146598,a_4b,146598,2,6,2,0,0,6,2,4,2
gated_alive:a_4b:146962,a_4b,146962,5,8,10,0,0,6,0,7,12
gated_alive:a_4b:146972,a_4b,146972,5,2,1,0,0,6,0,0,0
gated_alive:a_4b:147048,a_4b,147048,3,3,13,3,9,12,5,10,16
gated_alive:a_4b:147192,a_4b,147192,5,8,10,0,1,1,0,0,8
